Team,Giocatore,Ruolo,Squadra,Tier,Weight,ScoreAuto,PrezzoAttuale,ForzaGiocatore,Source
Sarzanello Team,Adopo,C,Cagliari,low,0.414,0.414,6.0,41.40,tier
Sarzanello Team,Zapata D.,A,Torino,low,0.348,0.348,7.0,34.80,tier
Sarzanello Team,Sergi Roberto,C,Como,low,0.226,0.226,3.0,22.60,tier
Sarzanello Team,Joao Mario,D,Juventus,low,0.211,0.211,2.0,21.10,tier
Sarzanello Team,Terracciano,P,Milan,low,0.143,0.143,1.0,14.30,tier
Sarzanello Team,Torriani,P,Milan,low,0.125,0.125,1.0,12.50,tier
A.C.TUA CUCS,Pulisic,C,Milan,top,0.970,0.947,31.0,95.28,tier
A.C.TUA CUCS,Martinez L.,A,Inter,top,0.951,0.951,34.0,95.10,tier
A.C.TUA CUCS,Calhanoglu,C,Inter,top,0.960,0.939,28.0,94.42,tier
A.C.TUA CUCS,Yildiz,A,Juventus,top,0.919,0.919,30.0,91.90,tier
A.C.TUA CUCS,Paz N.,C,Como,top,0.970,0.875,30.0,89.88,tier
A.C.TUA CUCS,Leao,A,Milan,top,0.892,0.892,30.0,89.20,tier
A.C.TUA CUCS,Zaniolo,C,Udinese,semitop,0.780,0.780,20.0,78.00,tier
A.C.TUA CUCS,Kempf,D,Como,semitop,0.754,0.754,14.0,75.40,tier
A.C.TUA CUCS,McKennie,C,Juventus,starter,0.657,0.657,14.0,65.70,tier
A.C.TUA CUCS,Martin,D,Genoa,starter,0.651,0.651,14.0,65.10,tier
A.C.TUA CUCS,Sommer,P,Inter,scommessa,0.572,0.572,14.0,57.20,tier
A.C.TUA CUCS,Valeri,D,Parma,scommessa,0.550,0.550,10.0,55.00,tier
A.C.TUA CUCS,Barbieri,D,Cremonese,scommessa,0.522,0.522,9.0,52.20,tier
A.C.TUA CUCS,Tiago Gabriel,D,Lecce,scommessa,0.522,0.522,9.0,52.20,tier
A.C.TUA CUCS,Marcandalli,D,Genoa,scommessa,0.463,0.463,6.0,46.30,tier
A.C.TUA CUCS,Prati,C,Cagliari,low,0.388,0.388,6.0,38.80,tier
A.C.TUA CUCS,Scuffet,P,Pisa,low,0.305,0.305,4.0,30.50,tier
A.C.TUA CUCS,Perin,P,Juventus,low,0.283,0.283,3.0,28.30,tier
A.C.TUA CUCS,Rodriguez Ju.,D,Cagliari,low,0.240,0.240,3.0,24.00,tier
A.C.TUA CUCS,Ilkhan,C,Torino,low,0.200,0.200,2.0,20.00,tier
A.C.TUA CUCS,Collocolo,C,Cremonese,low,0.169,0.169,2.0,16.90,tier
A.C.TUA CUCS,Pavoletti,A,Cagliari,low,0.137,0.137,1.0,13.70,tier
A.C.TUA CUCS,Elphege,A,Par,low,0.067,0.067,1.0,6.70,tier
TomMat-iga,Pulisic,C,Milan,top,0.970,0.947,31.0,95.28,tier
TomMat-iga,Martinez L.,A,Inter,top,0.951,0.951,34.0,95.10,tier
TomMat-iga,Paz N.,C,Como,top,0.970,0.875,30.0,89.88,tier
TomMat-iga,Thuram,A,Inter,top,0.889,0.889,29.0,88.90,tier
TomMat-iga,Orsolini,C,Bologna,top,0.950,0.820,24.0,85.25,tier
TomMat-iga,Scamacca,A,Atalanta,semitop,0.840,0.847,22.0,84.52,tier
TomMat-iga,McTominay,C,Napoli,semitop,0.808,0.808,25.0,80.80,tier
TomMat-iga,Maignan,P,Milan,top,0.950,0.670,20.0,74.00,tier
TomMat-iga,Martin,D,Genoa,starter,0.651,0.651,14.0,65.10,tier
TomMat-iga,Ramon,D,Como,starter,0.636,0.636,12.0,63.60,tier
TomMat-iga,Gosens,D,Fiorentina,starter,0.583,0.583,10.0,58.30,tier
TomMat-iga,Malen,A,Roma,top,0.940,0.443,15.0,56.73,tier
TomMat-iga,Tiago Gabriel,D,Lecce,scommessa,0.522,0.522,9.0,52.20,tier
TomMat-iga,Bellanova,D,Atalanta,low,0.441,0.441,6.0,44.10,tier
TomMat-iga,Folorunsho,C,Cagliari,low,0.437,0.437,8.0,43.70,tier
TomMat-iga,El Shaarawy,C,Roma,low,0.408,0.408,8.0,40.80,tier
TomMat-iga,Veiga D.,D,Lecce,low,0.377,0.377,5.0,37.70,tier
TomMat-iga,Vergara,C,Napoli,low,0.320,0.320,2.0,32.00,tier
TomMat-iga,Perin,P,Juventus,low,0.283,0.283,3.0,28.30,tier
TomMat-iga,Maldini,C,Atalanta,low,0.231,0.231,3.0,23.10,tier
TomMat-iga,Joao Mario,D,Juventus,low,0.211,0.211,2.0,21.10,tier
TomMat-iga,Terracciano,P,Milan,low,0.143,0.143,1.0,14.30,tier
TomMat-iga,Albarracin,A,Cag,low,0.067,0.067,1.0,6.70,tier
scarsenal,Martinez L.,A,Inter,top,0.951,0.951,34.0,95.10,tier
scarsenal,Orsolini,C,Bologna,top,0.950,0.820,24.0,85.25,tier
scarsenal,Scamacca,A,Atalanta,semitop,0.840,0.847,22.0,84.52,tier
scarsenal,McTominay,C,Napoli,semitop,0.808,0.808,25.0,80.80,tier
scarsenal,Atta,C,Udinese,semitop,0.747,0.747,16.0,74.70,tier
scarsenal,Saelemaekers,C,Milan,semitop,0.840,0.699,19.0,73.42,tier
scarsenal,Pavlovic,D,Milan,semitop,0.820,0.684,15.0,71.80,tier
scarsenal,McKennie,C,Juventus,starter,0.657,0.657,14.0,65.70,tier
scarsenal,Ramon,D,Como,starter,0.636,0.636,12.0,63.60,tier
scarsenal,Caprile,P,Cagliari,semitop,0.830,0.559,12.0,62.68,tier
scarsenal,Malen,A,Roma,top,0.940,0.443,15.0,56.73,tier
scarsenal,Pinamonti,A,Sassuolo,scommessa,0.548,0.548,14.0,54.80,tier
scarsenal,Norton-Cuffy,D,Genoa,scommessa,0.511,0.511,7.0,51.10,tier
scarsenal,Lobotka,C,Napoli,scommessa,0.491,0.491,10.0,49.10,tier
scarsenal,Dodò,D,Fiorentina,scommessa,0.468,0.468,6.0,46.80,tier
scarsenal,Rodriguez Je.,A,Como,scommessa,0.468,0.468,12.0,46.80,tier
scarsenal,N'Dicka,D,Roma,scommessa,0.456,0.456,7.0,45.60,tier
scarsenal,Kristensen T.,D,Udinese,scommessa,0.451,0.451,7.0,45.10,tier
scarsenal,Zerbin,C,Cremonese,low,0.394,0.394,6.0,39.40,tier
scarsenal,Canestrelli,D,Pisa,low,0.385,0.385,5.0,38.50,tier
scarsenal,Nicolussi Caviglia,C,Fiorentina,low,0.249,0.249,3.0,24.90,tier
scarsenal,Ciocci,P,Cagliari,low,0.125,0.125,1.0,12.50,tier
scarsenal,Sherri,P,Cagliari,low,0.125,0.125,1.0,12.50,tier
Antibro,Pulisic,C,Milan,top,0.970,0.947,31.0,95.28,tier
Antibro,Martinez L.,A,Inter,top,0.951,0.951,34.0,95.10,tier
Antibro,Dimarco,D,Inter,top,0.980,0.914,29.0,93.05,tier
Antibro,Berardi,A,Sassuolo,top,0.903,0.903,21.0,90.30,tier
Antibro,Paz N.,C,Como,top,0.970,0.875,30.0,89.88,tier
Antibro,Svilar,P,Roma,top,0.930,0.655,19.0,72.38,tier
Antibro,Vlasic,C,Torino,starter,0.720,0.720,18.0,72.00,tier
Antibro,Malinovskyi,C,Genoa,starter,0.680,0.680,12.0,68.00,tier
Antibro,Esposito Se.,A,Cagliari,starter,0.659,0.659,16.0,65.90,tier
Antibro,Martin,D,Genoa,starter,0.651,0.651,14.0,65.10,tier
Antibro,Cambiaso,D,Juventus,scommessa,0.557,0.557,10.0,55.70,tier
Antibro,Vasquez,D,Genoa,scommessa,0.554,0.554,10.0,55.40,tier
Antibro,Dodò,D,Fiorentina,scommessa,0.468,0.468,6.0,46.80,tier
Antibro,Pedro,A,Lazio,scommessa,0.460,0.460,7.0,46.00,tier
Antibro,Keita M.,C,Parma,low,0.425,0.425,8.0,42.50,tier
Antibro,Meister,A,Pisa,low,0.405,0.405,8.0,40.50,tier
Antibro,Tavares N.,D,Lazio,low,0.384,0.384,6.0,38.40,tier
Antibro,Aebischer,C,Pisa,low,0.354,0.354,5.0,35.40,tier
Antibro,Estevez,C,Parma,low,0.344,0.344,5.0,34.40,tier
Antibro,Vitik,D,Bologna,low,0.335,0.335,4.0,33.50,tier
Antibro,Sala A.,C,Lecce,low,0.158,0.158,1.0,15.80,tier
Antibro,Nava,P,Cremonese,low,0.125,0.125,1.0,12.50,tier
Antibro,Vasquez D.,P,Roma,low,0.125,0.125,1.0,12.50,tier
SPARROW,Martinez L.,A,Inter,top,0.951,0.951,34.0,95.10,tier
SPARROW,Dimarco,D,Inter,top,0.980,0.914,29.0,93.05,tier
SPARROW,Paz N.,C,Como,top,0.970,0.875,30.0,89.88,tier
SPARROW,McTominay,C,Napoli,semitop,0.808,0.808,25.0,80.80,tier
SPARROW,Maignan,P,Milan,top,0.950,0.670,20.0,74.00,tier
SPARROW,Palestra,D,Cagliari,semitop,0.736,0.736,15.0,73.60,tier
SPARROW,Esposito F.P.,A,Inter,semitop,0.725,0.725,18.0,72.50,tier
SPARROW,Gudmundsson A.,C,Fiorentina,starter,0.714,0.714,17.0,71.40,tier
SPARROW,Wesley,D,Roma,starter,0.677,0.677,16.0,67.70,tier
SPARROW,McKennie,C,Juventus,starter,0.657,0.657,14.0,65.70,tier
SPARROW,Martin,D,Genoa,starter,0.651,0.651,14.0,65.10,tier
SPARROW,Malen,A,Roma,top,0.940,0.443,15.0,56.73,tier
SPARROW,David,A,Juventus,scommessa,0.566,0.566,13.0,56.60,tier
SPARROW,Valeri,D,Parma,scommessa,0.550,0.550,10.0,55.00,tier
SPARROW,Tourè I.,C,Pisa,scommessa,0.475,0.475,10.0,47.50,tier
SPARROW,Dodò,D,Fiorentina,scommessa,0.468,0.468,6.0,46.80,tier
SPARROW,Bellanova,D,Atalanta,low,0.441,0.441,6.0,44.10,tier
SPARROW,Iannoni,C,Sassuolo,low,0.301,0.301,5.0,30.10,tier
SPARROW,Maldini,C,Atalanta,low,0.231,0.231,3.0,23.10,tier
SPARROW,Ilkhan,C,Torino,low,0.200,0.200,2.0,20.00,tier
SPARROW,Gueye,A,Udinese,low,0.179,0.179,2.0,17.90,tier
SPARROW,Terracciano,P,Milan,low,0.143,0.143,1.0,14.30,tier
SPARROW,Gollini,P,Roma,low,0.125,0.125,1.0,12.50,tier
I COMPARI,Pulisic,C,Milan,top,0.970,0.947,31.0,95.28,tier
I COMPARI,Martinez L.,A,Inter,top,0.951,0.951,34.0,95.10,tier
I COMPARI,Paz N.,C,Como,top,0.970,0.875,30.0,89.88,tier
I COMPARI,Leao,A,Milan,top,0.892,0.892,30.0,89.20,tier
I COMPARI,Baturina,C,Como,top,0.950,0.847,14.0,87.27,tier
I COMPARI,McTominay,C,Napoli,semitop,0.808,0.808,25.0,80.80,tier
I COMPARI,Soulè,A,Roma,semitop,0.808,0.808,26.0,80.80,tier
I COMPARI,Martin,D,Genoa,starter,0.651,0.651,14.0,65.10,tier
I COMPARI,Caprile,P,Cagliari,semitop,0.830,0.559,12.0,62.68,tier
I COMPARI,Solet,D,Udinese,starter,0.580,0.580,11.0,58.00,tier
I COMPARI,Terracciano F.,D,Cremonese,scommessa,0.580,0.580,11.0,58.00,tier
I COMPARI,Malen,A,Roma,top,0.940,0.443,15.0,56.73,tier
I COMPARI,Valeri,D,Parma,scommessa,0.550,0.550,10.0,55.00,tier
I COMPARI,Tiago Gabriel,D,Lecce,scommessa,0.522,0.522,9.0,52.20,tier
I COMPARI,Dodò,D,Fiorentina,scommessa,0.468,0.468,6.0,46.80,tier
I COMPARI,Bellanova,D,Atalanta,low,0.441,0.441,6.0,44.10,tier
I COMPARI,Vergara,C,Napoli,low,0.320,0.320,2.0,32.00,tier
I COMPARI,Adzic,C,Juventus,low,0.307,0.307,3.0,30.70,tier
I COMPARI,Scuffet,P,Pisa,low,0.305,0.305,4.0,30.50,tier
I COMPARI,Akpa Akpro,C,Verona,low,0.207,0.207,2.0,20.70,tier
I COMPARI,Pavoletti,A,Cagliari,low,0.137,0.137,1.0,13.70,tier
I COMPARI,Ciocci,P,Cagliari,low,0.125,0.125,1.0,12.50,tier
I COMPARI,Zaragoza,C,Rom,low,0.000,0.000,7.0,10.50,fallback_price
Riccardigno,Pulisic,C,Milan,top,0.970,0.947,31.0,95.28,tier
Riccardigno,Paz N.,C,Como,top,0.970,0.875,30.0,89.88,tier
Riccardigno,Douvikas,A,Como,top,0.830,0.830,21.0,83.00,tier
Riccardigno,Zaniolo,C,Udinese,semitop,0.780,0.780,20.0,78.00,tier
Riccardigno,Kempf,D,Como,semitop,0.754,0.754,14.0,75.40,tier
Riccardigno,Maignan,P,Milan,top,0.950,0.670,20.0,74.00,tier
Riccardigno,Bonazzoli,A,Cremonese,semitop,0.731,0.731,20.0,73.10,tier
Riccardigno,Kilicsoy,A,Cagliari,starter,0.704,0.704,12.0,70.40,tier
Riccardigno,Isaksen,C,Lazio,starter,0.655,0.655,14.0,65.50,tier
Riccardigno,Gosens,D,Fiorentina,starter,0.583,0.583,10.0,58.30,tier
Riccardigno,David,A,Juventus,scommessa,0.566,0.566,13.0,56.60,tier
Riccardigno,Valeri,D,Parma,scommessa,0.550,0.550,10.0,55.00,tier
Riccardigno,Okoye,P,Udinese,scommessa,0.532,0.532,10.0,53.20,tier
Riccardigno,Tiago Gabriel,D,Lecce,scommessa,0.522,0.522,9.0,52.20,tier
Riccardigno,Brescianini,C,Fiorentina,scommessa,0.505,0.505,7.0,50.50,tier
Riccardigno,Politano,C,Napoli,scommessa,0.483,0.483,11.0,48.30,tier
Riccardigno,Doig,D,Sassuolo,low,0.429,0.429,6.0,42.90,tier
Riccardigno,Canestrelli,D,Pisa,low,0.385,0.385,5.0,38.50,tier
Riccardigno,Tavares N.,D,Lazio,low,0.384,0.384,6.0,38.40,tier
Riccardigno,Aboukhlal,A,Torino,low,0.229,0.229,3.0,22.90,tier
Riccardigno,Akpa Akpro,C,Verona,low,0.207,0.207,2.0,20.70,tier
Riccardigno,Terracciano,P,Milan,low,0.143,0.143,1.0,14.30,tier
Riccardigno,Zaragoza,C,Rom,low,0.000,0.000,7.0,10.50,fallback_price
Mapoitta,Paz N.,C,Como,top,0.970,0.875,30.0,89.88,tier
Mapoitta,Leao,A,Milan,top,0.892,0.892,30.0,89.20,tier
Mapoitta,Thuram,A,Inter,top,0.889,0.889,29.0,88.90,tier
Mapoitta,Scamacca,A,Atalanta,semitop,0.840,0.847,22.0,84.52,tier
Mapoitta,McTominay,C,Napoli,semitop,0.808,0.808,25.0,80.80,tier
Mapoitta,Zaniolo,C,Udinese,semitop,0.780,0.780,20.0,78.00,tier
Mapoitta,Malinovskyi,C,Genoa,starter,0.680,0.680,12.0,68.00,tier
Mapoitta,McKennie,C,Juventus,starter,0.657,0.657,14.0,65.70,tier
Mapoitta,Vojvoda,D,Como,starter,0.611,0.611,12.0,61.10,tier
Mapoitta,Gosens,D,Fiorentina,starter,0.583,0.583,10.0,58.30,tier
Mapoitta,Sommer,P,Inter,scommessa,0.572,0.572,14.0,57.20,tier
Mapoitta,Cambiaso,D,Juventus,scommessa,0.557,0.557,10.0,55.70,tier
Mapoitta,Valeri,D,Parma,scommessa,0.550,0.550,10.0,55.00,tier
Mapoitta,Tiago Gabriel,D,Lecce,scommessa,0.522,0.522,9.0,52.20,tier
Mapoitta,Zappacosta,D,Atalanta,scommessa,0.500,0.500,8.0,50.00,tier
Mapoitta,Semper,P,Pisa,scommessa,0.487,0.487,9.0,48.70,tier
Mapoitta,Moro N.,C,Bologna,low,0.442,0.442,8.0,44.20,tier
Mapoitta,Bellanova,D,Atalanta,low,0.441,0.441,6.0,44.10,tier
Mapoitta,Ekhator,A,Genoa,low,0.430,0.430,10.0,43.00,tier
Mapoitta,Akpa Akpro,C,Verona,low,0.207,0.207,2.0,20.70,tier
Mapoitta,Martinez Jo.,P,Inter,low,0.145,0.145,1.0,14.50,tier
Mapoitta,Boga,A,Juv,low,0.000,0.000,6.0,9.00,fallback_price
Mapoitta,Marchwinski,C,Lecce,low,0.061,0.061,1.0,6.10,tier
SMOG,Martinez L.,A,Inter,top,0.951,0.951,34.0,95.10,tier
SMOG,Paz N.,C,Como,top,0.970,0.875,30.0,89.88,tier
SMOG,Zaniolo,C,Udinese,semitop,0.780,0.780,20.0,78.00,tier
SMOG,Kempf,D,Como,semitop,0.754,0.754,14.0,75.40,tier
SMOG,Odgaard,C,Bologna,semitop,0.730,0.730,18.0,73.00,tier
SMOG,Gudmundsson A.,C,Fiorentina,starter,0.714,0.714,17.0,71.40,tier
SMOG,Kilicsoy,A,Cagliari,starter,0.704,0.704,12.0,70.40,tier
SMOG,Esposito Se.,A,Cagliari,starter,0.659,0.659,16.0,65.90,tier
SMOG,McKennie,C,Juventus,starter,0.657,0.657,14.0,65.70,tier
SMOG,Milinkovic-Savic V.,P,Napoli,starter,0.653,0.653,19.0,65.30,tier
SMOG,Martin,D,Genoa,starter,0.651,0.651,14.0,65.10,tier
SMOG,Kean,A,Fiorentina,starter,0.649,0.649,18.0,64.90,tier
SMOG,Terracciano F.,D,Cremonese,scommessa,0.580,0.580,11.0,58.00,tier
SMOG,David,A,Juventus,scommessa,0.566,0.566,13.0,56.60,tier
SMOG,Delprato,D,Parma,scommessa,0.528,0.528,9.0,52.80,tier
SMOG,Tourè I.,C,Pisa,scommessa,0.475,0.475,10.0,47.50,tier
SMOG,Canestrelli,D,Pisa,low,0.385,0.385,5.0,38.50,tier
SMOG,Meret,P,Napoli,low,0.377,0.377,8.0,37.70,tier
SMOG,Ehizibue,D,Udinese,low,0.317,0.317,3.0,31.70,tier
SMOG,Perin,P,Juventus,low,0.283,0.283,3.0,28.30,tier
SMOG,Joao Mario,D,Juventus,low,0.211,0.211,2.0,21.10,tier
SMOG,Marchwinski,C,Lecce,low,0.061,0.061,1.0,6.10,tier
SMOG,Stengs,C,Pisa,low,0.061,0.061,1.0,6.10,tier
coach 71,Paz N.,C,Como,top,0.970,0.875,30.0,89.88,tier
coach 71,Zielinski,C,Inter,top,0.838,0.838,19.0,83.80,tier
coach 71,Hojlund,A,Napoli,top,0.940,0.788,25.0,82.60,tier
coach 71,Zaniolo,C,Udinese,semitop,0.780,0.780,20.0,78.00,tier
coach 71,Maignan,P,Milan,top,0.950,0.670,20.0,74.00,tier
coach 71,Nkunku,A,Milan,semitop,0.729,0.729,17.0,72.90,tier
coach 71,Malinovskyi,C,Genoa,starter,0.680,0.680,12.0,68.00,tier
coach 71,Milinkovic-Savic V.,P,Napoli,starter,0.653,0.653,19.0,65.30,tier
coach 71,Kean,A,Fiorentina,starter,0.649,0.649,18.0,64.90,tier
coach 71,Giovane,A,Napoli,starter,0.608,0.608,17.0,60.80,tier
coach 71,Terracciano F.,D,Cremonese,scommessa,0.580,0.580,11.0,58.00,tier
coach 71,Malen,A,Roma,top,0.940,0.443,15.0,56.73,tier
coach 71,Miranda J.,D,Bologna,scommessa,0.557,0.557,11.0,55.70,tier
coach 71,Dumfries,D,Inter,scommessa,0.552,0.552,10.0,55.20,tier
coach 71,Tiago Gabriel,D,Lecce,scommessa,0.522,0.522,9.0,52.20,tier
coach 71,Norton-Cuffy,D,Genoa,scommessa,0.511,0.511,7.0,51.10,tier
coach 71,N'Dicka,D,Roma,scommessa,0.456,0.456,7.0,45.60,tier
coach 71,Caracciolo A.,D,Pisa,low,0.419,0.419,6.0,41.90,tier
coach 71,Adopo,C,Cagliari,low,0.414,0.414,6.0,41.40,tier
coach 71,Akpa Akpro,C,Verona,low,0.207,0.207,2.0,20.70,tier
coach 71,Ilkhan,C,Torino,low,0.200,0.200,2.0,20.00,tier
coach 71,Terracciano,P,Milan,low,0.143,0.143,1.0,14.30,tier
coach 71,Zaragoza,C,Rom,low,0.000,0.000,7.0,10.50,fallback_price
Malmö FF,Martinez L.,A,Inter,top,0.951,0.951,34.0,95.10,tier
Malmö FF,Berardi,A,Sassuolo,top,0.903,0.903,21.0,90.30,tier
Malmö FF,McTominay,C,Napoli,semitop,0.808,0.808,25.0,80.80,tier
Malmö FF,Bonny,A,Inter,semitop,0.799,0.799,14.0,79.90,tier
Malmö FF,Modric,C,Milan,semitop,0.723,0.723,19.0,72.30,tier
Malmö FF,Malinovskyi,C,Genoa,starter,0.680,0.680,12.0,68.00,tier
Malmö FF,Wesley,D,Roma,starter,0.677,0.677,16.0,67.70,tier
Malmö FF,Esposito Se.,A,Cagliari,starter,0.659,0.659,16.0,65.90,tier
Malmö FF,Di Gregorio,P,Juventus,starter,0.605,0.605,16.0,60.50,tier
Malmö FF,Ekkelenkamp,C,Udinese,starter,0.588,0.588,12.0,58.80,tier
Malmö FF,Terracciano F.,D,Cremonese,scommessa,0.580,0.580,11.0,58.00,tier
Malmö FF,Coulibaly L.,C,Lecce,scommessa,0.575,0.575,13.0,57.50,tier
Malmö FF,Buongiorno,D,Napoli,scommessa,0.555,0.555,10.0,55.50,tier
Malmö FF,Gila,D,Lazio,scommessa,0.497,0.497,8.0,49.70,tier
Malmö FF,Comuzzo,D,Fiorentina,scommessa,0.479,0.479,7.0,47.90,tier
Malmö FF,De Winter,D,Milan,scommessa,0.454,0.454,4.0,45.40,tier
Malmö FF,Bellanova,D,Atalanta,low,0.441,0.441,6.0,44.10,tier
Malmö FF,Adopo,C,Cagliari,low,0.414,0.414,6.0,41.40,tier
Malmö FF,Piccoli,A,Fiorentina,low,0.408,0.408,9.0,40.80,tier
Malmö FF,El Aynaoui,C,Roma,low,0.284,0.284,5.0,28.40,tier
Malmö FF,Perin,P,Juventus,low,0.283,0.283,3.0,28.30,tier
Malmö FF,Pinsoglio,P,Juventus,low,0.125,0.125,1.0,12.50,tier
Malmö FF,Zaragoza,C,Rom,low,0.000,0.000,7.0,10.50,fallback_price
BOBONE32,Martinez L.,A,Inter,top,0.951,0.951,34.0,95.10,tier
BOBONE32,Berardi,A,Sassuolo,top,0.903,0.903,21.0,90.30,tier
BOBONE32,Paz N.,C,Como,top,0.970,0.875,30.0,89.88,tier
BOBONE32,Leao,A,Milan,top,0.892,0.892,30.0,89.20,tier
BOBONE32,Zielinski,C,Inter,top,0.838,0.838,19.0,83.80,tier
BOBONE32,Douvikas,A,Como,top,0.830,0.830,21.0,83.00,tier
BOBONE32,McTominay,C,Napoli,semitop,0.808,0.808,25.0,80.80,tier
BOBONE32,Saelemaekers,C,Milan,semitop,0.840,0.699,19.0,73.42,tier
BOBONE32,Pavlovic,D,Milan,semitop,0.820,0.684,15.0,71.80,tier
BOBONE32,Ramon,D,Como,starter,0.636,0.636,12.0,63.60,tier
BOBONE32,De Gea,P,Fiorentina,scommessa,0.534,0.534,11.0,53.40,tier
BOBONE32,Tiago Gabriel,D,Lecce,scommessa,0.522,0.522,9.0,52.20,tier
BOBONE32,Norton-Cuffy,D,Genoa,scommessa,0.511,0.511,7.0,51.10,tier
BOBONE32,Gallo,D,Lecce,scommessa,0.501,0.501,8.0,50.10,tier
BOBONE32,Canestrelli,D,Pisa,low,0.385,0.385,5.0,38.50,tier
BOBONE32,Aebischer,C,Pisa,low,0.354,0.354,5.0,35.40,tier
BOBONE32,Zapata D.,A,Torino,low,0.348,0.348,7.0,34.80,tier
BOBONE32,Ondrejka,C,Parma,low,0.333,0.333,5.0,33.30,tier
BOBONE32,Maldini,C,Atalanta,low,0.231,0.231,3.0,23.10,tier
BOBONE32,Lovric,C,Udinese,low,0.211,0.211,3.0,21.10,tier
BOBONE32,Ndiaye,D,Parma,low,0.167,0.167,1.0,16.70,tier
BOBONE32,Christensen O.,P,Fiorentina,low,0.125,0.125,1.0,12.50,tier
BOBONE32,Lezzerini,P,Fiorentina,low,0.125,0.125,1.0,12.50,tier
Pro secco,Pulisic,C,Milan,top,0.970,0.947,31.0,95.28,tier
Pro secco,Martinez L.,A,Inter,top,0.951,0.951,34.0,95.10,tier
Pro secco,Paz N.,C,Como,top,0.970,0.875,30.0,89.88,tier
Pro secco,Orsolini,C,Bologna,top,0.950,0.820,24.0,85.25,tier
Pro secco,Douvikas,A,Como,top,0.830,0.830,21.0,83.00,tier
Pro secco,Hojlund,A,Napoli,top,0.940,0.788,25.0,82.60,tier
Pro secco,McTominay,C,Napoli,semitop,0.808,0.808,25.0,80.80,tier
Pro secco,Maignan,P,Milan,top,0.950,0.670,20.0,74.00,tier
Pro secco,Vlasic,C,Torino,starter,0.720,0.720,18.0,72.00,tier
Pro secco,Vojvoda,D,Como,starter,0.611,0.611,12.0,61.10,tier
Pro secco,Terracciano F.,D,Cremonese,scommessa,0.580,0.580,11.0,58.00,tier
Pro secco,Tiago Gabriel,D,Lecce,scommessa,0.522,0.522,9.0,52.20,tier
Pro secco,Hien,D,Atalanta,scommessa,0.502,0.502,7.0,50.20,tier
Pro secco,Zappa,D,Cagliari,scommessa,0.475,0.475,7.0,47.50,tier
Pro secco,Doig,D,Sassuolo,low,0.429,0.429,6.0,42.90,tier
Pro secco,Zerbin,C,Cremonese,low,0.394,0.394,6.0,39.40,tier
Pro secco,Ehizibue,D,Udinese,low,0.317,0.317,3.0,31.70,tier
Pro secco,Nicolussi Caviglia,C,Fiorentina,low,0.249,0.249,3.0,24.90,tier
Pro secco,Aboukhlal,A,Torino,low,0.229,0.229,3.0,22.90,tier
Pro secco,Moro L.,A,Sassuolo,low,0.179,0.179,1.0,17.90,tier
Pro secco,Sala A.,C,Lecce,low,0.158,0.158,1.0,15.80,tier
Pro secco,Terracciano,P,Milan,low,0.143,0.143,1.0,14.30,tier
Pro secco,Sportiello,P,Atalanta,low,0.125,0.125,1.0,12.50,tier
Boiali,Martinez L.,A,Inter,top,0.951,0.951,34.0,95.10,tier
Boiali,Paz N.,C,Como,top,0.970,0.875,30.0,89.88,tier
Boiali,Orsolini,C,Bologna,top,0.950,0.820,24.0,85.25,tier
Boiali,Douvikas,A,Como,top,0.830,0.830,21.0,83.00,tier
Boiali,McTominay,C,Napoli,semitop,0.808,0.808,25.0,80.80,tier
Boiali,Zaniolo,C,Udinese,semitop,0.780,0.780,20.0,78.00,tier
Boiali,Maignan,P,Milan,top,0.950,0.670,20.0,74.00,tier
Boiali,Kean,A,Fiorentina,starter,0.649,0.649,18.0,64.90,tier
Boiali,Ramon,D,Como,starter,0.636,0.636,12.0,63.60,tier
Boiali,Zaccagni,C,Lazio,starter,0.588,0.588,14.0,58.80,tier
Boiali,Malen,A,Roma,top,0.940,0.443,15.0,56.73,tier
Boiali,Vasquez,D,Genoa,scommessa,0.554,0.554,10.0,55.40,tier
Boiali,Delprato,D,Parma,scommessa,0.528,0.528,9.0,52.80,tier
Boiali,Tiago Gabriel,D,Lecce,scommessa,0.522,0.522,9.0,52.20,tier
Boiali,Tramoni M.,C,Pisa,scommessa,0.511,0.511,9.0,51.10,tier
Boiali,Frese,D,Verona,low,0.430,0.430,6.0,43.00,tier
Boiali,Zerbin,C,Cremonese,low,0.394,0.394,6.0,39.40,tier
Boiali,Canestrelli,D,Pisa,low,0.385,0.385,5.0,38.50,tier
Boiali,Ghilardi,D,Roma,low,0.299,0.299,4.0,29.90,tier
Boiali,Ordonez C.,C,Parma,low,0.207,0.207,2.0,20.70,tier
Boiali,Terracciano,P,Milan,low,0.143,0.143,1.0,14.30,tier
Boiali,Torriani,P,Milan,low,0.125,0.125,1.0,12.50,tier
Boiali,Okereke,A,Cremonese,low,0.071,0.071,1.0,7.10,tier
pacho team,Martinez L.,A,Inter,top,0.951,0.951,34.0,95.10,tier
pacho team,Yildiz,A,Juventus,top,0.919,0.919,30.0,91.90,tier
pacho team,Paz N.,C,Como,top,0.970,0.875,30.0,89.88,tier
pacho team,Baturina,C,Como,top,0.950,0.847,14.0,87.27,tier
pacho team,Hojlund,A,Napoli,top,0.940,0.788,25.0,82.60,tier
pacho team,Atta,C,Udinese,semitop,0.747,0.747,16.0,74.70,tier
